Company,Location,Sector,About,Amount,Stage,Funding Year
R For Rabbit,Ahmedabad,Consumer Goods,The concept of R for Rabbit was conceived after the founder of the company was blessed with a baby,5000000.0,,2021
Acko,Bengaluru,Insurance,ACKO is Indias first and fastest growing InsurTech company which makes buying and using insurance effortless,255000000.0,Series D,2021
Lovelocal,Mumbai,Retail,LoveLocal formerly known as mPaani is bringing Trusted Local Shops Online and empowering them to deliver the neighbourhood shopping experience of the future,18000000.0,Pre-series B,2021
Supplynote,Noida,Food & Beverages,SupplyNote is Cloud based web and mobile enabled suite connecting outlets service providers and suppliers,1200000.0,Pre-series A,2021
Vakilsearch,Chennai,Legal Services,Indias largest Legal Compliance  Tax services platform and trusted partner in making legal simple,10000000.0,,2021
Cloudphysician,Bengaluru,Hospital & Health Care,Cloudphysician is a healthtech company that is transforming the delivery of critical care,4000000.0,Pre-series A,2021
Wiggles.In,Pune,Veterinary,Wiggles India is a preventative healthcare brand for all things pets,5500000.0,Pre-series A,2021
Avanti Finance,Bengaluru,Financial Services,A digital platform to make financial services accessible to 100 million unserved and underserved households across India,15000000.0,Series A2,2021
Vanity Wagon,New Delhi,Consumer Goods,Vanity Wagon is Indias first true information oriented clean beauty marketplace,700000.0,Pre-series A,2021
Purplle,Mumbai,E-Commerce,Purpllecom is one of Indias largest ebeauty destinations with more than 7 million monthly active users,70000000.0,,2021
Wallmantra,Noida,Arts & Crafts,WallMantra is a well reputed wall decoration online store in India,0.0,,2021
Mfine,Bengaluru,Hospital & Health Care,MFine aims to make access to trusted healthcare simple fast and effective,48000000.0,Series C,2021
Aquatein,Mumbai,Food & Beverages,Indias First Protein Water in 21g and 10g Variants with BCAA,0.0,Seed,2021
Mentza,Mumbai,E-Learning,Make great conversations accessible to everyone through a vibrant small safe and easy realtime audio platform,400000.0,Seed,2021
Connectedh,Gurugram,Hospital & Health Care,Connect different sectors of healthcare system and give the patients complete control over their information,2300000.0,Seed,2021
Credavenue,Chennai,Fintech,CredAvenue is an organization on a mission to deepen and power the 120Trillion global enterprise debt market which would unlock a GDP multiplier and thus create massive economic value,90000000.0,Series A,2021
Vedantu,Bengaluru,E-Learning,Vedantu is a LIVE online learning platform that brings together students and teachers to achieve best results,100000000.0,Series E,2021
Exotel,Bengaluru,Telecommunications,Asias largest customer engagement platform streamlining customer interactions for Swiggy Ola Flipkart GoJek etc,35000000.0,Series C,2021
Fantasy Akhada,Gurugram,Sports,Fantasy Akhada is one of Indias fastest growing Fantasy Sports Platform,2000000.0,Series A,2021
Meesho,Bengaluru,Social Commerce,Meesho is Indias largest marketplace for longtail products,570000000.0,,2021
Pumpumpum,Gurugram,Automotive,Pumpumpum is empowering millennials with a smart car subscription model We provide monthly subscription of preowned cars at affordable rates,0.0,,2021
Cusmat,Hyderabad,Computer Software,CUSMAT is Indias largest immersive skilling and training platform,100000.0,Pre-series A,2021
Homeville,Mumbai,Information Technology & Services,A technology company focused on helping people buy their first home with down payment assistance at zero interest cost,7000000.0,,2021
Coinshift,Chandigarh,Blockchain,CoinShift helps businesses and decentralised autonomous organisations DAOs manage their crypto easily,2500000.0,Seed,2021
Strip Finance,Hyderabad,Financial Services,Collateralised NFT  DeFi Liquidity Protocol With Interest Rate Discovery,400000.0,Seed,2021
Ola Electric,Bengaluru,Automotive,Charging ahead to accelerate the worlds transition to sustainable mobility,200000000.0,,2021
Kolo,Bengaluru,Construction,Home construction app for finding ideas and service providers near you,550000.0,Pre-seed,2021
Chqbook,Gurugram,Fintech,Chqbookcom is Indias first neobank for small business owners offering worldclass financial services through its five pillars of banking khata lending insurance and rewards,5000000.0,Pre-series B,2021
My3Dselfie,Guwahati,Arts & Crafts,Worlds first to create 3d figurine from photos,0.0,Pre-series A,2021
Ev Plugs,Gurugram,Information Technology & Services,EV charging station aggregator platform,150000.0,,2021
Rulezero,Bengaluru,Financial Services,Rulezero is a legalfintech startup reimagining private markets by building an intelligent platform that enables stakeholder participation and capital flow in a transparent efficient and compliant manner,2500000.0,Seed,2021
Credright,Hyderabad,Financial Services,CredRight is a new age digital lending company 100 focused on Micro  Small businesses making the process of availing loans simple,2700000.0,,2021
Karbon Card,Bengaluru,Fintech,Empower Indian startups by creating the right financial products starting with a highlimit corporate credit card with unlimited benefits no personal liability and no fixed deposit,12000000.0,Pre-series A,2021
Auntie Fung,Bengaluru,Food & Beverages,Serving delectable and eclectic panAsian fare to all foodies in a quickservice  healthy format,400000.0,,2021
Epaylater,Mumbai,Financial Services,ePaylater is a payment solution that aims to separate the experience of shopping from the hassles of payment process,10000000.0,Series B,2021
Fittr,Pune,"Health, Wellness & Fitness",FITTRs mission is to reach out to 50 million people and make them fit create jobs in the fitness industry teach people how easy it is to stay fit and move together as a Wolfpack,11000000.0,Series A,2021
Medikabazaar,Mumbai,Healthtech,Medikabazaar Indias pioneering and largest online B2B marketspace for medical supplies and equipment,75000000.0,Series C,2021
Nimble Growth Organics,Bengaluru,Farming,Nimble Growth Organics is the new age Agri startup which through its proprietary package of practice PoP cultivates organic fruits  vegetables and ensure that authentic food reaches plate,0.0,Seed,2021
Delhivery,Gurugram,Logistics & Supply Chain,Delhivery is a leading logistics and supply chain services company in India,125000000.0,,2021
Akudo,Bengaluru,Financial Services,A LearningFirst Neobank for teenagers  Enable practical financial education for child today,4200000.0,Seed,2021
Sanctum Wealth,Mumbai,Investment Management,Sanctum is an Indian wealth management firm which has acquired RBS Indias Private Banking business,10000000.0,,2021
88Academics,New Delhi,Education,88academics an 88tuition Pte Ltd has been established with the social objective of making quality videobased learning material available to all students,3000000.0,Pre-series A,2021
Upgame,Gurugram,Sports,Upgame is the leading data intelligence and practice tracking platform for golfers,0.0,,2021
Sanfe,New Delhi,"Health, Wellness & Fitness",Indias revolutionary feminine hygiene and period care brand that strives to build a better world for women,1000000.0,Series A,2021
Predictivu,Gurugram,Management Consulting,PredictiVus AIenabled dashboard integrated with Indias largest proprietary weekly consumer purchase data market intelligence and web insights,1500000.0,Pre-seed,2021
Sterling Accuris Wellness,Ahmedabad,Hospital & Health Care,STERLING ACCURIS WELLNESS PRIVATE LIMITED is a hospital  health care company based out of 3FLOOR HERITAGE COMPLEX NR,30000000.0,,2021
Bijnis,New Delhi,B2B Startup,Bijnis is revolutionizing the way manufacturers operate and scale their factories by digitizing their DemandSupplyCaptialOperations,30000000.0,Series B,2021
Capital Float,Bengaluru,Financial Services,Indias leading BNPL and digital credit platform serving millions of aspirational individuals,50000000.0,,2021
Manch Technologies,Bengaluru,Information Technology & Services,A Single Click Work Flow ESign solution to conduct speedy accurate efficient transactions through a cashless presenceless paperless framework,1000000.0,Pre-series A,2021
Sochcast,Bengaluru,Online Media,Sochcast is an Audio experiences company that give the listener and creators an Immersive Audio experience,,,2021
Glamyo Health,New Delhi,Hospital & Health Care,Glamyo Health is an advanced healthcare co delivering a seamless experience for elective surgeries,3000000.0,Series A,2021
Cashbook,Gurugram,Fintech,CashBook is a digital recordkeeping app using which businesses can add entries segregate records and find overall balance instantly,2300000.0,Seed,2021
The Money Club,Noida,Financial Services,The Money Club is a mobile platform for peer to peer chit funds,1700000.0,Pre-series A,2021
Superzop,Mumbai,Retail,SuperZop is Indias first and only vernacular B2B Grocery ecommerce platform that is transforming the unorganized retail sector,4000000.0,Series A,2021
Zypp Electric,Gurugram,Logistics & Supply Chain,Zypp is working to convert all deliveries for ecommerce grocery medicine and food vertical to go electric with escooter sharing app,7000000.0,Series A,2021
Alpha Coach,Mumbai,Professional Training & Coaching,One to One Personal Fitness Coaching,1200000.0,,2021
Vro Hospitality,Bengaluru,Hospitality,One of the fastestgrowing hospitality companies based out of Bangalore,3000000.0,Series A,2021
Bytexl,Hyderabad,E-Learning,ByteXL is the firstever onestopshop for selflearning course work and guided training  preparing a new generation of coders for the workforce,200000.0,,2021
Leena Ai,Gurugram,Computer Software,AI to help enterprises transform the employee experience,30000000.0,Series B,2021
Cars24,Gurugram,Automotive,CARS24 is proud to be a techfirst organisation looking to make inroads into the global autotech market in groundbreaking ways,450000000.0,Series F,2021
Klub,Bengaluru,Financial Services,A team of fintech investment banking venture capital and technology veterans who bring a founderfirst mindset,2000000.0,Debt,2021
Bluepad,Bengaluru,Online Media,A onestop solution for aggregated content  in vernacular languages,200000.0,Pre-seed,2021
Flobiz,Bengaluru,Information Technology & Services,Neobank for Growing SMBs Simplify GST Billing  Accounting needs with myBillBook App,31000000.0,Series B,2021
Tummoc,Bengaluru,Mobility,Tummoc helps track and find actionable  accurate busmetrosuburban rail intracity travel information,540000.0,Seed,2021
Design Cafe,Bengaluru,Design,Design Cafe is on a mission to democratize good design for homes in India,25000000.0,,2021
Paycardo,Pune,Financial Services,A true Contactless  Cashless and secure payment system reducing cash dependency,0.0,Pre-seed,2021
Aerchain,Bengaluru,Computer Software,Advance SourcetoPay cycle to a new level with Artificial Intelligence,3000000.0,Pre-series A,2021
Expertrons,Mumbai,E-Learning,The worlds largest AI Videobot platform providing futuristic solutions for businesses  colleges and employment,0.0,,2021
Curiousjr,Gurugram,E-Learning,CuriousJr is a platform to answer kids curiosity and prepare them for 21stcentury skills,1000000.0,Seed,2021
Wow! Momo,Kolkata,Food & Beverages,WOW Momo is one of the fastestgrowing food brands in India,15000000.0,Series C,2021
Supertails,Bengaluru,Consumer Services,Supertails is building a digital pet care platform which offers expert led healthcare services and products,700000.0,,2021
Lifecell,Chennai,Biotechnology,A building block of the team that preserves the building blocks of life,30000000.0,,2021
Zestmoney,Bengaluru,Financial Services,ZestMoney helps make it accessible for millions to upgrade to enhance to rise while keeping it affordable,50000000.0,Series C,2021
Frontrow,Bengaluru,E-Learning,FrontRow enables everyone to pursue their passions  get better learn from the best and get noticed,14000000.0,Series A,2021
Happycredit,Bengaluru,Fintech,HappyCredit is on a mission to make online shopping delightful for 400mn bharat shoppers with credit rewards shopping inspiration and more,600000.0,Pre-seed,2021
Endimension,Mumbai,Healtcare,Endimension Technology is a healthcare Artificial Intelligence startup incubated at IIT Bombay,300000.0,Seed,2021
Frenzi,Mumbai,Online Media,Indias Fastest Growing Streaming Social Network,0.0,Seed,2021
Leverage Edu,New Delhi,Higher Education,Indias Most Trusted Study Abroad Platform,0.0,,2021
Beepkart,Bengaluru,Automotive,BeepKart is building a platform to digitize and organize the used twowheeler market,3000000.0,Seed,2021
Lio,Pune,Computer Software,Lio is the one app for all data where you can create keep records and track all the records,5000000.0,Seed,2021
Travclan,New Delhi,B2B Travel,A mission to solve a genuine problem faced by millions of travel entrepreneurs across the world,2200000.0,Pre-series A,2021
Wickedgud,Mumbai,Food & Beverages,A mission to make every day eating guiltfree and change the way the world consumes comfort foods,340000.0,Pre-seed,2021
Enercomp,Ahmedabad,Information Technology & Services,Enercomp Solutions Pvt Ltd provide drone based economically viable solutions for different sectors to improve efficiency and accuracy,200000.0,,2021
Betterplace,Bengaluru,Information Technology & Services,BetterPlace is Indias largest technology platform delivering digital solutions for bluecollar workforce management throughout the entire value chain,24000000.0,Series C,2021
Medpho,Noida,Hospital & Health Care,Medpho is a healthcare service provider in India that connects doctors and patients at the click of a call,1000000.0,,2021
Livquik Technology,Mumbai,Financial Services,LivQuiks vision is to enable the efficient movement of money,4000000.0,,2021
Eventbeep,Pune,Edtech,An inclusive community where students are inspired and empowered to reach their full potential,0.0,,2021
Gtm Buddy,Hyderabad,Computer Software,Justintime Sales Enablement Platform,2000000.0,Seed,2021
Gobbly,Gurugram,Retail,A 24x7 automated retail store filled with daily essentials,900000.0,Pre-series A,2021
Hexahealth,Mumbai,Healthtech,H2D is the most trusted online platform that connects the finest experts with people aspiring to achieve their Health Goals in a holistic way,4500000.0,Seed,2021
Eupheus Learning,New Delhi,E-Learning,Offer pedagogically differentiated technology driven solutions that lead to critical thinking and achievement of higher learning outcomes,10000000.0,Series C,2021
Easiloan,Mumbai,Fintech,A Fintech startup offering fast  easy digital processing of Home Loans in a completely reimagined and delightful way,1000000.0,,2021
Anar,Mumbai,Information Technology & Services,Anar Business Community App is a platform where businesses can create their free profile and grow their business network all over India,6200000.0,Seed,2021
Shadez,Mumbai,Consumer Services,Smart painting process latest automatic tools and professional painters make the process faster than any other conventional process of painting ,200000.0,Pre-series A,2021
Vahan,Bengaluru,Information Technology & Services,Help companies such as Zomato Swiggy Flipkart Uber Shadowfax etc hire bluecollar workers and are on track to become Indias largest recruitment platform,8000000.0,Series A,2021
Mpl,Bengaluru,Sports,Mobile Premier League MPL is Indias largest eSports and mobile gaming platform with over 50 games on its app on iOS and Android and over 60 million users in India,0.0,Series E,2021
Tinkerly,Jaipur,Edtech,A STEM learning onlineoffline solutions provider that makes STEM learning  Coding fun and interesting with superior pedagogy blended learning and playbased curriculum,800000.0,,2021
Godamwale,Mumbai,Logistics & Supply Chain,Godamwale is tech enabled integrated logistics company providing end to end supply chain solutions,1000000.0,Seed,2021
Artium Academy,Mumbai,Music,Artium Academy is an Online Music Education platform that makes learning fun and accessible to people of all ages,750000.0,Seed,2021
Awon Gamez,Noida,Gaming,An online platform on which developers can host their games and gamers can come together as a community to enjoy experiences compete challenge and win,2000000.0,Seed,2021
Ayu Health,Bengaluru,"Health, Wellness & Fitness",Ayu Health is a network of high quality hospitals focused on providing high quality healthcare for all,6300000.0,Series A,2021
Apna,Bengaluru,Recruitment,Indias largest professional networking  job opportunities platform for the rising workforce,100000000.0,Series C,2021
Bharatagri,Bengaluru,Agritech,Provide personalized farm solution to the farmers Only app to provide actionable insights based on weather changes,6500000.0,Series A,2021
Flatheads,Bengaluru,Apparel & Fashion,Flatheads are an enthusiastic team of young professionals building a retail brand in the casual footwear space,1000000.0,Pre-series A,2021
Boutique Spirit Brands,New Delhi,Wine & Spirits,Boutique Spirit Brands is a leading Brand creation  manufacturing company of Branded alcoholic beverages in India,10000000.0,,2021
Eshipz,Bengaluru,Saas Startup,Digital Shipping Platform for Creating best Pre  Post Shipping Experiences to Brands and Enterprise Customers and help grow their business by 5X with automation  cloud technology,700000.0,,2021
Pine Labs,Noida,Information Technology & Services,A merchant platform company that provides financing and lastmile retail transaction technology to merchants,100000000.0,,2021
Paytail,New Delhi,Financial Services,Paytail is revolutionizing the offline commerce by enabling instant paperless EMIs to consumers,1500000.0,Seed,2021
4Fin,Pune,Financial Services,4Fin is a Fintech Platform catering to needs of Smart Bharat,1100000.0,Pre-seed,2021
Atomberg Technologies,Mumbai,Consumer Electronics,A maker of energyefficient smart fans,0.0,,2021
Genext Students,Mumbai,Edtech,LIVE online classes with expert tutors for K12 for CBSE ICSE and State Boards,0.0,,2021
Immunitoai,Bengaluru,Biotechnology,Perform Antibody Discovery using Artificial Intelligence,1000000.0,Seed,2021
Gameeon Studios,Mumbai,Computer Games,GameEon is based in the sleepless city of Mumbai India and deals mainly in game development,320000.0,,2021
Farmers Fresh Zone,Kochi,Agritech,D2C Health and Wellness Brand for Fresh and Safe Fruits and Vegetables from farmers through traceable Supply Chain,800000.0,Pre-series A,2021
Anveshan,Bengaluru,Food Production,Revolutionizing the food industry through technology by providing highquality traceable food products,500000.0,Seed,2021
Ockypocky,Gurugram,Edtech,OckyPocky is Indias 1st interactive English learning app for preschool kids,0.0,Seed,2021
Coutloot,Mumbai,Consumer Services,Empowering local markets to sell online socially our mission is to bring 25M sellers online by 2023,8000000.0,Pre-series,2021
Nova Benefits,Bengaluru,"Health, Wellness & Fitness",Nova Benefits is the one stop tech platform for providing the best health and wellness benefits to employees,10000000.0,Series A,2021
Homelane,Bengaluru,Interior Design,Techempowered teams have delivered over 20000 homes across 16 cities over the last 7 years,50000000.0,Series E,2021
Lido Learning,Mumbai,E-Learning,LIDO is an  edtech company revolutionizing formal classroom education through a unique and immersive online classroom for every child in India,10000000.0,,2021
Jar,Bengaluru,Fintech,A daily goldsavings app that saves spare change  autoinvests,4500000.0,Pre-series A,2021
Peppermint,Pune,Industrial Automation,Intelligent Housekeeping Robots for public and working spaces,600000.0,,2021
Moneyhop,London,Financial Services,moneyHOP is Indias first crossborder neo bank,1200000.0,Seed,2021
Codingal,Bengaluru,Edtech,Codingal is on a mission to inspire school kids to fall in love with coding Backed by Y Combinator,1200000.0,Seed,2021
Skit,Bengaluru,Ai Startup,Enabling enterprises to automate their contact centre operations using Voice AI,23000000.0,Series B,2021
Peak,Manchester,Information Technology & Services,Peak helps the worlds smartest companies put the power of AI at the center of all commercial decision making with Decision Intelligence,75000000.0,Series C,2021
Revos,Bengaluru,Automotive,REVOS is a smart mobility platform that empowers all 2 and 3 wheeler vehicles through AIintegrated IoT  solutions,4000000.0,Series A,2021
Dezerv.,Mumbai,Investment Management,Integrated Portfolios designed by experts with decades of investing Unique access to preIPO and startup investing,7000000.0,Seed,2021
Appsforbharat,Bengaluru,Product Studio,A mission to assist a billion Indians in their spiritual journey through a range of products  services,10000000.0,Series A,2021
Habbit,Bengaluru,Edtech,Habbit is online learning community for anyone looking to get mentored in a skill or hobby of their choice,320000.0,Pre-seed,2021
Bikayi,Hyderabad,E-Commerce,Empowering SMBs in India,10000000.0,Series A,2021
Sugar.Fit,Bengaluru,Health,Innovative technology compassionate diabetes experts and personalised plans which will help lead a normal life once more,10000000.0,,2021
Dukaan,Bengaluru,Retail,Help forward thinking entrepreneurs by providing them the platform to start grow and manage their business online,11000000.0,Series A,2021
Vidyakul,Gurugram,Edtech,Vidyakul is a group of academic experts,500000.0,Bridge,2021
Goodmylk,Bengaluru,Food & Beverages,Make plantbased food affordable and accessible in India,1000000.0,Seed,2021
Fieldproxy,Chennai,Saas Startup,Fieldproxy is a nocode platform that helps field servicing companies digitize their processes to better manage their onground technicians,200000.0,Seed,2021
Neuropixel.Ai,Bengaluru,Deeptech,NeuroPixelAI Labs is a deep tech startup that works in application of advanced AIML and statistical learning theory in Computer Vision and Image Processing area for online retail storefronts,800000.0,Seed,2021
Elixia Tech Solutions,Mumbai,Information Technology & Services,End to End Logistics Automation Expert,1000000.0,Pre-series A,2021
Bitscrunch,Chennai,Blockchain,A consulting firm focused mainly on Data Analytics and DevOps,700000.0,Seed,2021
Prolgae,The Nilgiris,Biotechnology,Prolgae Spirulina Supplies Pvt Ltd is a NordicIndia joint operating company,200000.0,Seed,2021
Biddano,Pune,"Health, Wellness & Fitness",Indias first techenabled healthcare logistics platform,2000000.0,Pre-series A1,2021
Geniemode,Gurugram,B2B,Transforming global sourcing for retailers  suppliers in furniture hard goods  fashion industry using technology,2000000.0,,2021
Sapio Analytics,Mumbai,Computer Software,Sapio helps government create policies driven by the power of data and AI,0.0,,2021
Neokred,Bengaluru,Fintech,Democratizing Open Banking,500000.0,Seed,2021
Delhivery,Gurugram,Logistics & Supply Chain,Delhivery is a leading logistics and supply chain services company in India,76000000.0,Series I,2021
Flipspaces,Mumbai,Design,Flipspaces is a global techenabled venture towards discovery design and delivery of commercial and residential spaces,2000000.0,Pre-series B,2021
Fleek,Bengaluru,Internet,Fleek helps track  manage subscriptions in one place,1000000.0,Seed,2021
Gokwik,New Delhi,Information Technology & Services,GoKwik is a platform for solving shopping experience problems on ecommerce websites on the internet,5000000.0,Pre-series A,2021
Proeon,Pune,Food Production,Innovating plant protein ingredients with superior nutrition sensory and functional profiles from farm to formulation,2000000.0,Seed,2021
Infyu Labs,Gandhinagar,Agritech,InfyU Labs is a team of dedicated professionals from various fields of engineering with a common goal of making chemicalfree fruits and vegetables accessible to everyone,200000.0,Seed,2021
Techeagle,Gurugram,Aviation & Aerospace,Safe secure  reliable OnDemand Drone delivery network for medical parcel  essential items,500000.0,Seed,2021
Voxelgrids,Bengaluru,Deeptech,Voxelgrids is an Magnetic Resonance Imaging technology startup that is based out of Bengaluru Karnataka India,5000000.0,,2021
Cogos Technologies,Bengaluru,Logistics & Supply Chain,A smarttechenabled platform offering a onestop destination for all the intracity linksupply chain,2000000.0,Pre-series A,2021
Gigforce,Gurugram,Staffing & Recruiting,A gigondemand staffing company,3000000.0,Pre-series A,2021
Vahdam,New Delhi,Food & Beverages,VAHDAM is among the worlds first vertically integrated onlinefirst tea brands,20000000.0,Series D,2021
Leap Finance,Bengaluru,Financial Services,International education loans for high potential students,55000000.0,Series C,2021
Collegedekho,Gurugram,Edtech,Collegedekhocom is Students Partner Friend  Confidante To Help Him Take a Decision and Move On to His Career Goals,26000000.0,Series B,2021
Werize,Bengaluru,Financial Services,Indias first socially distributed full stack financial services platform for small town India,8000000.0,Series A,2021
